20260903 160100;29538.75;29539.5;29526;29529.5;3717
20260903 160200;29530;29535;29524.75;29527.75;2172
20260903 160300;29528;29535.75;29523.5;29529.25;2050
20260903 160400;29529.25;29533.25;29522.5;29529.5;3114
20260903 160500;29529.25;29530.25;29512.5;29512.5;3990
20260903 160600;29513;29518.5;29510.5;29513;3004
20260903 160700;29513;29513.75;29503.25;29506.5;3867
20260903 160800;29507.5;29512.25;29504.5;29506.5;1840
20260903 160900;29506.75;29513.75;29503.25;29509;2079
20260903 161000;29509.75;29519;29509.5;29510.25;2546
20260903 161100;29510;29520.5;29507.25;29519.25;1905
20260903 161200;29519.25;29521.75;29507;29507.5;2189
20260903 161300;29507.25;29511.25;29505;29508.5;1290
20260903 161400;29508.5;29514.75;29507;29510.25;1273
20260903 161500;29510.75;29524.5;29510.75;29519.25;3232
20260903 161600;29519.25;29523.25;29513.75;29519;2194
20260903 161700;29519.5;29521.75;29511;29515.75;1541
20260903 161800;29515.75;29523;29515.5;29519.5;1198
20260903 161900;29519.5;29520;29514.75;29516.5;1016
20260903 162000;29517.25;29529.25;29517.25;29524;2429
20260903 162100;29524;29528;29514.75;29519.5;1900
20260903 162200;29519;29520.5;29516;29516.5;932
20260903 162300;29516.5;29519.75;29507.25;29508;2025
20260903 162400;29508.25;29514;29507.5;29512;1512
20260903 162500;29512.25;29513;29500.75;29501.5;2384
20260903 162600;29501.75;29502.25;29494.5;29496.5;4222
20260903 162700;29496.75;29503.5;29489.25;29491.5;3482
20260903 162800;29491.25;29500.25;29490;29500.25;2810
20260903 162900;29500.25;29501.75;29494;29497.25;1662
20260903 163000;29497;29499.5;29493;29496.5;1391
20260903 163100;29497;29501.5;29493.25;29497.25;1988
20260903 163200;29497.25;29499.5;29486;29490.25;2589
20260903 163300;29490.25;29490.5;29484.5;29486.25;2068
20260903 163400;29486;29495.5;29485.5;29494;2144
20260903 163500;29493.75;29496.5;29485.75;29489.25;1901
20260903 163600;29489.25;29490;29482.5;29485.25;1917
20260903 163700;29485.5;29493.5;29484.75;29490.75;1935
20260903 163800;29490.25;29501;29485.5;29499.5;3054
20260903 163900;29499.75;29517.25;29499.75;29513.75;5141
20260903 164000;29513.25;29526;29512.5;29521.75;4369
20260903 164100;29521.5;29524.75;29519.25;29519.75;2022
20260903 164200;29520.25;29535;29519.75;29532.5;3604
20260903 164300;29532.25;29534.25;29524;29524.5;2485
20260903 164400;29524.5;29529;29523;29527.75;1783
20260903 164500;29527.5;29532.75;29525;29528.25;1941
20260903 164600;29528.25;29530;29521.25;29527.25;2100
20260903 164700;29527.5;29529.5;29521.75;29529;1071
20260903 164800;29529.25;29529.75;29522.25;29524;1094
20260903 164900;29524.25;29529;29522.5;29527.5;975
20260903 165000;29527.75;29533;29524.5;29530.75;1997
20260903 165100;29530.5;29532.75;29525;29530.25;1239
20260903 165200;29530;29532.75;29520;29525.5;1845
20260903 165300;29525.5;29525.5;29518.25;29519.75;1569
20260903 165400;29519.25;29521.5;29516.25;29518.25;1391
20260903 165500;29517.75;29523;29516.75;29520.5;1160
20260903 165600;29521.25;29526.5;29519.5;29525.75;1508
20260903 165700;29525.5;29528.75;29521;29523.75;1517
20260903 165800;29524.25;29540.25;29523.75;29539.25;3727
20260903 165900;29539.25;29548;29530.5;29532;4972
20260903 170000;29532;29533;29525.5;29527.75;2053
20260903 170100;29528.5;29534.25;29520;29520.5;2879
20260903 170200;29520.25;29530.75;29519.75;29529.5;1782
20260903 170300;29529.25;29530;29510.25;29510.25;3111
20260903 170400;29510.5;29515.25;29508.75;29512;2147
20260903 170500;29512;29519.75;29511;29519.25;1577
20260903 170600;29519.5;29520.25;29514.5;29518;1456
20260903 170700;29517.75;29519;29506.75;29506.75;1883
20260903 170800;29506.75;29508.5;29503.75;29504.75;1927
20260903 170900;29505;29508.25;29495.75;29498;2674
20260903 171000;29498.25;29499.5;29492.25;29493;2262
20260903 171100;29492.75;29499;29490.25;29498.25;2714
20260903 171200;29498.25;29501.75;29495.75;29498.25;1725
20260903 171300;29498.75;29499.25;29489.5;29492.75;1764
20260903 171400;29492.5;29495.5;29489.5;29491;1568
20260903 171500;29491.25;29494.5;29486.5;29490.5;2094
20260903 171600;29490.5;29497.5;29490.25;29492.75;1905
20260903 171700;29492.75;29495.25;29489.25;29492;1077
20260903 171800;29492.25;29499.75;29491.25;29498.25;1449
20260903 171900;29497.75;29500.75;29492;29493;1753
20260903 172000;29493.5;29498.5;29484;29486.5;2311
20260903 172100;29486.25;29486.75;29477;29482;4179
20260903 172200;29482.25;29486;29476;29479.5;2976
20260903 172300;29479.25;29483.75;29478.5;29482.25;1561
20260903 172400;29482.25;29487.5;29477.5;29485;1722
20260903 172500;29484.5;29485.75;29479.75;29482.5;1069
20260903 172600;29483;29492.25;29482;29491.5;2244
20260903 172700;29491.75;29496.25;29490;29494;2673
20260903 172800;29493.75;29501.75;29493.75;29495.25;2730
20260903 172900;29495;29507.75;29494.75;29503;2595
20260903 173000;29502.75;29504.5;29499;29502.5;1595
20260903 173100;29502.5;29511.25;29502;29511;2887
20260903 173200;29511;29513.25;29507.25;29510.5;1867
20260903 173300;29510;29514.75;29509.5;29512.75;1462
