20260912 013000;29474.5;29479.25;29462.25;29463.5;7754
20260912 013500;29463.25;29478.25;29460.75;29463.25;8683
20260912 014000;29463.5;29469.25;29457.25;29459.25;5279
20260912 014500;29459.25;29470.75;29457.25;29462;5476
20260912 015000;29462.25;29469;29454;29465;5172
20260912 015500;29464.75;29468;29461.25;29463;3405
20260912 020000;29463.5;29465.25;29448.5;29452.25;6166
20260912 020500;29452.5;29460.25;29449;29453.5;5724
20260912 021000;29453.75;29454;29442.75;29446.25;6139
20260912 021500;29446.75;29447;29437.5;29441;5848
20260912 022000;29441.25;29446.25;29433.5;29441;8022
20260912 022500;29441.25;29442.5;29416.5;29431.5;17337
20260912 023000;29431.5;29446.5;29426.5;29442;9973
20260912 023500;29441.75;29458;29432.5;29455;10327
20260912 024000;29455;29459.25;29443;29447.25;5895
20260912 024500;29447.25;29450.75;29434;29437.75;6533
20260912 025000;29437.75;29445;29429;29431.25;8448
20260912 025500;29431;29435;29427;29428.25;3976
20260912 030000;29428.5;29438.5;29425.5;29429;7839
20260912 030500;29429;29433.5;29421.75;29427;5444
20260912 031000;29426.75;29431;29412;29414.5;7100
20260912 031500;29414;29419;29405.25;29415.5;9130
20260912 032000;29415;29425.75;29412.75;29418.75;7072
20260912 032500;29419;29424.5;29412.25;29423.25;5806
20260912 033000;29423.25;29426.5;29411.75;29414.75;6140
20260912 033500;29414.5;29420;29411.5;29419.75;5923
20260912 034000;29419.25;29421;29412.75;29417.25;3926
20260912 034500;29417.5;29427.25;29416.75;29423.75;5817
20260912 035000;29424;29428.75;29411.5;29414;7632
20260912 035500;29414;29417.75;29394;29409.25;18541
20260912 040000;29409;29409;29380.25;29387;17508
20260912 040500;29387.25;29390.25;29380.5;29385.75;8226
20260912 041000;29385.5;29392.75;29384.75;29390.75;2887
20260912 041500;29391.25;29393.5;29375.5;29380.75;4339
20260912 042000;29381.75;29382.5;29376;29378;1631
20260912 042500;29378.5;29387;29378.5;29385;2148
20260912 043000;29385.25;29386.25;29380.25;29384.25;1159
20260912 043500;29385;29394;29384.25;29390.75;2057
20260912 044000;29390.25;29396.75;29389;29395.25;1603
20260912 044500;29395;29396.25;29386;29389.75;1477
20260912 045000;29389.75;29390.75;29383.25;29387;1790
20260912 045500;29388;29393.25;29387;29393;963
